Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
54341776,00000172,false,Rx,1,8,31,32,31,32,3E,00,A0,79,
54343776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F5,00,00,
54343777,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
54344776,00000083,false,Rx,1,8,C7,10,00,50,00,00,D0,F3,
54345776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
54347776,00000100,false,Rx,1,8,00,00,00,00,00,00,50,81,
54349776,00000102,false,Rx,1,8,00,00,00,00,00,00,70,CC,
54351776,00000103,false,Rx,1,8,00,00,00,00,00,00,70,A9,
54353776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F8,00,00,
54353777,00000101,false,Rx,1,8,00,00,00,00,00,00,70,63,
54355776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
54357776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
54357778,00000084,false,Rx,1,8,C7,10,00,50,00,00,D0,D5,
54359776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,A0,72,
54361776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
54363776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,EE,00,00,
54363777,00000135,false,Rx,1,8,18,10,10,10,18,10,A0,24,
54365776,00000145,false,Rx,1,8,1A,10,1B,10,16,10,A0,04,
54367776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,A0,05,
54369776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
54370777,00000085,false,Rx,1,8,C7,10,00,50,00,00,D0,B0,
54371776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
54373776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F4,00,00,
54373778,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
54375777,00000126,false,Rx,1,8,0F,10,16,10,10,10,A0,CF,
54377776,00000136,false,Rx,1,8,10,10,13,10,0C,10,A0,F9,
54379776,00000156,false,Rx,1,8,0E,10,13,10,16,10,A0,12,
54381776,00000175,false,Rx,1,8,31,31,31,31,3C,00,A0,2C,
54381779,00000437,false,Rx,2,8,01,00,00,00,6C,02,02,26,
54383776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,EE,00,00,
54383777,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
54383778,00000086,false,Rx,1,8,C7,10,00,50,00,00,D0,1F,
54385776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,A0,91,
54387776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,A0,7F,
54389776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,A0,91,
54391776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,A0,82,
54393776,000003C3,false,Rx,0,6,00,0A,00,00,00,06,00,00,
54393778,00000167,false,Rx,1,8,77,BF,00,00,00,00,A0,43,
54393786,0000041A,false,Rx,2,8,7E,0D,88,13,CB,CE,0A,9B,
54393793,0000041B,false,Rx,2,8,31,32,00,05,30,75,0A,96,
54393795,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0A,91,
54393796,0000041D,false,Rx,2,8,56,25,10,27,00,02,0A,C6,
54393797,0000041E,false,Rx,2,8,00,00,00,00,35,6C,0A,05,
54395776,00000177,false,Rx,1,8,31,32,31,31,40,00,A0,6E,
54396777,00000087,false,Rx,1,8,C7,10,00,50,00,00,D0,7A,
54397776,00000100,false,Rx,1,8,00,00,00,00,00,00,60,CB,
54398776,000003D2,false,Rx,0,6,04,01,00,00,00,69,00,00,
54399776,00000106,false,Rx,1,8,00,00,00,00,00,00,80,3A,
54401776,00000107,false,Rx,1,8,00,00,00,00,00,00,80,5F,
54403776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,E8,00,00,
54403777,00000130,false,Rx,1,8,18,10,11,10,15,10,70,DF,
54405776,00000102,false,Rx,1,8,00,00,00,00,00,00,80,B3,
54407776,00000103,false,Rx,1,8,00,00,00,00,00,00,80,D6,
54409776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
54409778,00000080,false,Rx,1,8,C7,10,00,50,00,00,E0,16,
54411776,00000121,false,Rx,1,8,18,10,1A,10,16,10,B0,D4,
54413776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,FB,00,00,
54413777,00000131,false,Rx,1,8,18,10,13,10,13,10,B0,5E,
54415776,00000141,false,Rx,1,8,16,10,19,10,15,10,B0,A3,
54417777,00000170,false,Rx,1,8,32,32,32,32,41,00,70,DC,
54419776,00000151,false,Rx,1,8,19,10,19,10,13,10,B0,E4,
54421776,00000161,false,Rx,1,8,32,C1,00,00,00,00,B0,C8,
54422777,00000081,false,Rx,1,8,C7,10,00,50,00,00,E0,73,
54423776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,E8,00,00,
54423777,00000171,false,Rx,1,8,32,32,32,32,3E,00,B0,42,
54425776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
54427776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,B0,A0,
54429776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,B0,10,
54431776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,B0,47,
54433776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F6,00,00,
54433777,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
54435776,00000152,false,Rx,1,8,0C,10,10,10,14,10,B0,51,
54435779,00000082,false,Rx,1,8,C7,10,00,50,00,00,E0,DC,
54437776,00000123,false,Rx,1,8,14,10,14,10,16,10,B0,B3,
54439776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,B0,D6,
54441776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,B0,59,
54443777,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F2,00,00,
54443777,00000143,false,Rx,1,8,0F,10,16,10,16,10,B0,AF,
54445776,00000163,false,Rx,1,8,BA,C0,00,00,00,00,B0,37,
54447776,00000173,false,Rx,1,8,32,32,32,32,3F,00,B0,07,
54448777,00000083,false,Rx,1,8,C7,10,00,50,00,00,E0,B9,
54449776,00000106,false,Rx,1,8,00,00,00,00,00,00,90,F7,
54451776,00000107,false,Rx,1,8,00,00,00,00,00,00,90,92,
54453776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,E6,00,00,
54453777,00000105,false,Rx,1,8,00,00,00,00,00,00,90,58,
54455776,00000100,false,Rx,1,8,00,00,00,00,00,00,70,06,
54457776,00000102,false,Rx,1,8,00,00,00,00,00,00,90,7E,
54459776,00000103,false,Rx,1,8,00,00,00,00,00,00,90,1B,
54461776,00000101,false,Rx,1,8,00,00,00,00,00,00,90,D1,
54461779,00000084,false,Rx,1,8,C7,10,00,50,00,00,E0,9F,
54463776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F2,00,00,
54463777,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
54465776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,B0,BF,
54467777,00000135,false,Rx,1,8,18,10,10,10,18,10,B0,E9,
54469776,00000145,false,Rx,1,8,1A,10,1A,10,16,10,B0,A3,
54471776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,B0,C8,
54473776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
54473778,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F8,00,00,
54474776,00000085,false,Rx,1,8,C7,10,00,50,00,00,E0,FA,
54475776,00000175,false,Rx,1,8,31,31,31,31,3C,00,B0,E1,
54477776,00000126,false,Rx,1,8,11,10,16,10,10,10,B0,BA,
54479776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
54481776,00000136,false,Rx,1,8,10,10,12,10,0A,10,B0,5B,
54481779,00000437,false,Rx,2,8,01,00,00,00,6C,02,03,A1,
54483776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,F2,00,00,
54483777,00000127,false,Rx,1,8,F8,0F,F8,0F,F4,0F,B0,36,
54485776,00000146,false,Rx,1,8,15,10,17,10,16,10,B0,F8,
54487776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
54487778,00000086,false,Rx,1,8,C7,10,00,50,00,00,E0,55,
54489776,00000137,false,Rx,1,8,F5,0F,F5,0F,F4,0F,B0,66,
54491776,00000156,false,Rx,1,8,0D,10,14,10,14,10,B0,30,
54493776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,FD,00,00,
54493778,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,B0,5C,
54493786,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0B,3A,
54493794,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0B,DC,
54493795,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0B,16,
54493796,0000041D,false,Rx,2,8,45,25,10,27,00,02,0B,DA,
54493797,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0B,17,
54495776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,B0,BF,
54497776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,B0,4F,
54498776,000003D2,false,Rx,0,6,04,02,00,00,00,69,00,00,
54499776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
54500777,00000087,false,Rx,1,8,C7,10,00,50,00,00,E0,30,
54501776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,80,17,
54503777,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F6,00,00,
54503777,00000107,false,Rx,1,8,00,00,00,00,00,00,A0,D8,
54505776,00000106,false,Rx,1,8,00,00,00,00,00,00,A0,BD,
54507776,00000130,false,Rx,1,8,18,10,11,10,15,10,80,A0,
54509776,00000150,false,Rx,1,8,08,10,1E,10,19,10,80,2B,
54511776,00000160,false,Rx,1,8,31,C1,00,00,00,00,80,00,
54513776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,EA,00,00,
54513777,00000103,false,Rx,1,8,00,00,00,00,00,00,A0,51,
54513780,00000080,false,Rx,1,8,C7,10,00,50,00,00,F0,DB,
54515776,00000101,false,Rx,1,8,00,00,00,00,00,00,A0,9B,
54517776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
54519776,00000121,false,Rx,1,8,18,10,1A,10,16,10,C0,8D,
54521776,00000131,false,Rx,1,8,16,10,13,10,15,10,C0,03,
54523776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,EE,00,00,
54523777,00000151,false,Rx,1,8,17,10,1A,10,13,10,C0,02,
54525776,00000170,false,Rx,1,8,32,32,32,32,42,00,80,2F,
54526776,00000081,false,Rx,1,8,C7,10,00,50,00,00,00,C1,
54527776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
54529776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
54531777,00000122,false,Rx,1,8,0F,10,12,10,0F,10,C0,F9,
54533776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,C0,49,
54533779,000003C3,false,Rx,0,6,00,08,00,00,00,0C,00,00,
54535776,00000142,false,Rx,1,8,10,10,0E,10,0F,10,C0,74,
54537776,00000152,false,Rx,1,8,0C,10,10,10,13,10,C0,82,
54539776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
54539778,00000082,false,Rx,1,8,C7,10,00,50,00,00,00,6E,
54541776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,C0,8F,
54543776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,E2,00,00,
54543777,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
54545776,00000123,false,Rx,1,8,14,10,14,10,16,10,C0,EA,
54547776,00000172,false,Rx,1,8,31,32,31,32,3D,00,C0,61,
54549776,00000163,false,Rx,1,8,BA,C0,00,00,00,00,C0,6E,
54551776,00000173,false,Rx,1,8,32,32,32,32,40,00,C0,90,
54552776,00000083,false,Rx,1,8,C7,10,00,50,00,00,00,0B,
54553776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,F1,00,00,
54553778,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
54555776,00000106,false,Rx,1,8,00,00,00,00,00,00,B0,70,
54557776,00000107,false,Rx,1,8,00,00,00,00,00,00,B0,15,
54559776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
54561776,00000100,false,Rx,1,8,00,00,00,00,00,00,90,B4,
54563777,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,ED,00,00,
54563777,00000102,false,Rx,1,8,00,00,00,00,00,00,B0,F9,
54565776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
54565778,00000084,false,Rx,1,8,C7,10,00,50,00,00,00,2D,
54567776,00000103,false,Rx,1,8,00,00,00,00,00,00,B0,9C,
54569776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,C0,E6,
54571776,00000101,false,Rx,1,8,00,00,00,00,00,00,B0,56,
54573777,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,F9,00,00,
54573778,00000145,false,Rx,1,8,1A,10,1A,10,15,10,C0,76,
54575776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,C0,91,
54577776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
54578777,00000085,false,Rx,1,8,C7,10,00,50,00,00,00,48,
54579777,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
54581776,00000437,false,Rx,2,8,01,00,00,00,6C,02,04,34,
54581778,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
54583776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,FB,00,00,
54583777,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
54585776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
54587776,00000175,false,Rx,1,8,31,31,31,31,3C,00,C0,B8,
54589776,000001C1,false,Rx,1,8,22,22,22,22,25,22,42,22,
54591776,00000126,false,Rx,1,8,0F,10,17,10,12,10,C0,32,
54591779,00000086,false,Rx,1,8,C7,10,00,50,00,00,00,E7,
54593776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,FD,00,00,
54593777,00000136,false,Rx,1,8,10,10,12,10,0C,10,C0,07,
54593786,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0C,AF,
54593793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0C,49,
54593795,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0C,83,
54593796,0000041D,false,Rx,2,8,45,25,10,27,00,02,0C,4F,
54593797,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0C,82,
54595776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
54597776,00000146,false,Rx,1,8,15,10,17,10,18,10,C0,A8,
54598776,000003D2,false,Rx,0,6,04,03,00,00,00,69,00,00,
54599776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,C0,E6,
54601776,00000176,false,Rx,1,8,32,32,32,32,3D,00,C0,B1,
54603776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F6,00,00,
54603777,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,C0,05,
54604777,00000087,false,Rx,1,8,C7,10,00,50,00,00,00,82,
54605776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,C0,05,
54607776,00000167,false,Rx,1,8,77,BF,00,00,00,00,C0,D7,
54609776,00000177,false,Rx,1,8,31,32,31,31,40,00,C0,FA,
54611776,00000106,false,Rx,1,8,00,00,00,00,00,00,C0,29,
54613776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F2,00,00,
54613777,00000100,false,Rx,1,8,00,00,00,00,00,00,A0,FE,
54615776,00000107,false,Rx,1,8,00,00,00,00,00,00,C0,4C,
54617776,00000105,false,Rx,1,8,00,00,00,00,00,00,C0,86,
54617779,00000080,false,Rx,1,8,C7,10,00,50,00,00,10,69,
54619776,00000102,false,Rx,1,8,00,00,00,00,00,00,C0,A0,
54621776,00000103,false,Rx,1,8,00,00,00,00,00,00,C0,C5,
54623776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F4,00,00,
54623777,00000120,false,Rx,1,8,15,10,1A,10,1A,10,90,DA,
54625776,00000131,false,Rx,1,8,16,10,13,10,13,10,D0,CB,
54627776,00000151,false,Rx,1,8,17,10,1A,10,13,10,D0,CF,
54629776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
54630776,00000081,false,Rx,1,8,C7,10,00,50,00,00,10,0C,
54631776,00000171,false,Rx,1,8,32,32,32,32,3E,00,D0,D6,
54633776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F3,00,00,
54633778,00000122,false,Rx,1,8,0F,10,12,10,0F,10,D0,34,
54635776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,D0,84,
54637776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,D0,D3,
54639776,00000152,false,Rx,1,8,0B,10,10,10,14,10,D0,4B,
54641776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,D0,42,
54643776,000003C3,false,Rx,0,6,00,03,00,00,00,03,00,00,
54643777,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
54643779,00000082,false,Rx,1,8,C7,10,00,50,00,00,10,A3,
54645776,00000123,false,Rx,1,8,14,10,14,10,16,10,D0,27,
54647776,00000172,false,Rx,1,8,31,32,31,32,3E,00,D0,20,
54649776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,D0,CD,
54651776,00000143,false,Rx,1,8,0F,10,16,10,16,10,D0,3B,
54653776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,F8,00,00,
54653777,00000163,false,Rx,1,8,BA,C0,00,00,00,00,D0,A3,
54655776,00000173,false,Rx,1,8,32,32,32,32,40,00,D0,5D,
54656776,00000083,false,Rx,1,8,C7,10,00,50,00,00,10,C6,
54657776,00000106,false,Rx,1,8,00,00,00,00,00,00,D0,E4,
54659776,00000107,false,Rx,1,8,00,00,00,00,00,00,D0,81,
54661776,00000105,false,Rx,1,8,00,00,00,00,00,00,D0,4B,
54663777,000003C3,false,Rx,0,6,00,05,FF,FF,FF,FB,00,00,
54663777,00000100,false,Rx,1,8,00,00,00,00,00,00,B0,33,
54665776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
54667776,00000125,false,Rx,1,8,19,10,1E,10,1B,10,D0,A4,
54669776,00000102,false,Rx,1,8,00,00,00,00,00,00,D0,6D,
54669780,00000084,false,Rx,1,8,C7,10,00,50,00,00,10,E0,
54671776,00000135,false,Rx,1,8,18,10,10,10,18,10,D0,7D,
54673776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,FC,00,00,
54673777,00000145,false,Rx,1,8,1A,10,1A,10,16,10,D0,37,
54675777,00000103,false,Rx,1,8,00,00,00,00,00,00,D0,08,
54677776,00000155,false,Rx,1,8,19,10,18,10,09,10,D0,84,
54679776,00000101,false,Rx,1,8,00,00,00,00,00,00,D0,C2,
54681776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
54681777,000003D8,false,Rx,2,3,91,02,00,00,00,00,00,00,
54682777,00000085,false,Rx,1,8,C7,10,00,50,00,00,10,85,
54683776,00000175,false,Rx,1,8,31,31,31,31,3D,00,D0,FA,
54683779,00000437,false,Rx,2,8,01,00,00,00,6C,02,05,B3,
54683781,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F8,00,00,
54685776,00000126,false,Rx,1,8,11,10,17,10,10,10,D0,44,
54687776,00000136,false,Rx,1,8,10,10,12,10,0C,10,D0,CA,
54689776,00000146,false,Rx,1,8,15,10,17,10,18,10,D0,65,
54691776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
54693776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,E6,00,00,
54693778,00000156,false,Rx,1,8,0E,10,14,10,14,10,D0,43,
54693786,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0D,28,
54693794,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0D,CE,
54693795,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0D,04,
54693796,0000041D,false,Rx,2,8,45,25,10,27,00,02,0D,C8,
54693797,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0D,05,
54695776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,D0,2B,
54695779,00000086,false,Rx,1,8,C7,10,00,50,00,00,10,2A,
54697776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,D0,C8,
54698776,000003D2,false,Rx,0,6,04,04,00,00,00,69,00,00,
54699776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,D0,26,
54701776,00000176,false,Rx,1,8,32,32,32,32,3E,00,D0,F0,
54703776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,FE,00,00,
54703777,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,D0,72,
54705776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,D0,DB,
54707776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
54708776,00000087,false,Rx,1,8,C7,10,00,50,00,00,10,4F,
54709776,00000177,false,Rx,1,8,32,32,31,31,40,00,D0,D0,
54711776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
54713776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,EA,00,00,
54713778,00000100,false,Rx,1,8,00,00,00,00,00,00,C0,6A,
54715776,00000106,false,Rx,1,8,00,00,00,00,00,00,E0,AE,
54717776,00000107,false,Rx,1,8,00,00,00,00,00,00,E0,CB,
54719776,00000105,false,Rx,1,8,00,00,00,00,00,00,E0,01,
54721776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,A0,90,
54721779,00000080,false,Rx,1,8,C7,10,00,50,00,00,20,23,
54723776,000003C3,false,Rx,0,6,00,0B,00,00,00,05,00,00,
54723777,00000102,false,Rx,1,8,00,00,00,00,00,00,E0,27,
54725776,00000130,false,Rx,1,8,18,10,11,10,15,10,A0,27,
54727776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
54729776,00000150,false,Rx,1,8,09,10,1E,10,19,10,A0,F1,
54731776,00000170,false,Rx,1,8,32,32,32,32,42,00,A0,A8,
54733777,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,F2,00,00,
54733778,00000121,false,Rx,1,8,18,10,1C,10,16,10,E0,6B,
54734777,00000081,false,Rx,1,8,C7,10,00,50,00,00,20,46,
54735776,00000131,false,Rx,1,8,18,10,13,10,15,10,E0,85,
54737776,00000151,false,Rx,1,8,17,10,19,10,14,10,E0,B1,
54739776,00000171,false,Rx,1,8,32,32,32,32,3E,00,E0,9C,
54741776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,E0,7E,
54743776,000003C3,false,Rx,0,6,00,0D,00,00,00,01,00,00,
54743777,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
54745776,00000132,false,Rx,1,8,09,10,0A,10,0F,10,E0,2A,
54747776,00000142,false,Rx,1,8,10,10,0E,10,0F,10,E0,F3,
54747779,00000082,false,Rx,1,8,C7,10,00,50,00,00,20,E9,
54749776,00000152,false,Rx,1,8,0B,10,10,10,14,10,E0,01,
54751776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,E0,08,
54753776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F0,00,00,
54753777,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
54755776,00000143,false,Rx,1,8,0D,10,16,10,16,10,E0,CB,
54757776,00000163,false,Rx,1,8,BA,C0,00,00,00,00,E0,E9,
54759776,00000173,false,Rx,1,8,32,32,32,32,40,00,E0,17,
54760776,00000083,false,Rx,1,8,C7,10,00,50,00,00,20,8C,
54761776,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
54763776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F2,00,00,
54763777,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
54765776,00000106,false,Rx,1,8,00,00,00,00,00,00,00,1C,
54767776,00000107,false,Rx,1,8,00,00,00,00,00,00,00,79,
54769776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
54771776,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
54773776,000003C3,false,Rx,0,6,00,00,00,00,00,07,00,00,
54773777,00000105,false,Rx,1,8,00,00,00,00,00,00,00,B3,
54773781,00000084,false,Rx,1,8,C7,10,00,50,00,00,20,AA,
54775776,00000100,false,Rx,1,8,00,00,00,00,00,00,D0,A7,
54777776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
54779776,00000102,false,Rx,1,8,00,00,00,00,00,00,00,95,
54781776,00000103,false,Rx,1,8,00,00,00,00,00,00,00,F0,
54781779,00000437,false,Rx,2,8,01,00,00,00,6C,02,06,3A,
54783776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F1,00,00,
54783777,00000101,false,Rx,1,8,00,00,00,00,00,00,00,3A,
54785777,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
54786776,00000085,false,Rx,1,8,C7,10,00,50,00,00,20,CF,
54787776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
54789776,00000125,false,Rx,1,8,19,10,1E,10,1B,10,E0,EE,
54791776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
54793781,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0E,A1,
54793789,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0E,47,
54793790,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0E,8D,
54793792,0000041D,false,Rx,2,8,45,25,10,27,00,02,0E,41,
54793793,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0E,8C,
54793794,000003C3,false,Rx,0,6,00,02,FF,FF,FF,FA,00,00,
54793795,00000145,false,Rx,1,8,1A,10,1B,10,15,10,E0,9B,
54795776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,E0,16,
54797776,00000175,false,Rx,1,8,31,31,31,31,3C,00,E0,3F,
54798776,000003D2,false,Rx,0,6,04,05,00,00,00,69,00,00,
54799776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
54799778,00000086,false,Rx,1,8,C7,10,00,50,00,00,20,60,
54801776,00000126,false,Rx,1,8,0F,10,17,10,10,10,E0,B6,
54803776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
54803778,000003C3,false,Rx,0,6,00,03,FF,FF,FF,F8,00,00,
54805776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
54807776,00000176,false,Rx,1,8,32,32,32,32,3D,00,E0,36,
54809776,00000167,false,Rx,1,8,63,BF,00,00,00,00,E0,80,
54811776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
54812776,00000087,false,Rx,1,8,C7,10,00,50,00,00,20,05,
54813776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,FB,00,00,
54813777,00000177,false,Rx,1,8,31,32,31,31,40,00,E0,7D,
54815776,00000106,false,Rx,1,8,00,00,00,00,00,00,10,D1,
54817776,00000107,false,Rx,1,8,00,00,00,00,00,00,10,B4,
54819776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,B0,5D,
54821776,00000130,false,Rx,1,8,18,10,11,10,15,10,B0,EA,
54823777,000003C3,false,Rx,0,6,00,05,FF,FF,FF,E1,00,00,
54823778,00000140,false,Rx,1,8,17,10,17,10,18,10,B0,08,
54825776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
54825778,00000080,false,Rx,1,8,C7,10,00,50,00,00,30,EE,
54827776,00000150,false,Rx,1,8,08,10,1E,10,1B,10,B0,62,
54829776,00000105,false,Rx,1,8,00,00,00,00,00,00,10,7E,
54831776,00000121,false,Rx,1,8,1A,10,1A,10,16,10,00,02,
54833776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,E2,00,00,
54833778,00000131,false,Rx,1,8,16,10,13,10,15,10,00,36,
