Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
120023776,00000130,false,Rx,1,8,18,10,11,10,15,10,B0,EA,
120025776,00000140,false,Rx,1,8,17,10,17,10,18,10,B0,08,
120027776,00000177,false,Rx,1,8,31,32,31,31,40,00,B0,A3,
120028776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,F9,00,00,
120029777,00000150,false,Rx,1,8,08,10,1E,10,1B,10,B0,62,
120031776,00000160,false,Rx,1,8,31,C1,00,00,00,00,B0,4A,
120033776,000003D2,false,Rx,0,6,04,01,00,00,00,6A,00,00,
120033778,00000170,false,Rx,1,8,32,32,32,32,42,00,B0,65,
120033781,00000080,false,Rx,1,8,C7,10,00,50,00,00,F0,DB,
120035776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
120037776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
120038776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F4,00,00,
120039777,00000121,false,Rx,1,8,1A,10,1A,10,16,10,C0,37,
120041776,00000131,false,Rx,1,8,18,10,13,10,13,10,C0,07,
120043776,00000141,false,Rx,1,8,16,10,19,10,15,10,C0,FA,
120045776,00000161,false,Rx,1,8,32,C1,00,00,00,00,C0,91,
120046777,00000081,false,Rx,1,8,C7,10,00,50,00,00,00,C1,
120047776,00000171,false,Rx,1,8,32,32,32,32,3E,00,C0,1B,
120048776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,E0,00,00,
120049776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
120051776,00000106,false,Rx,1,8,00,00,00,00,00,00,30,56,
120053776,00000107,false,Rx,1,8,00,00,00,00,00,00,30,33,
120055776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,C0,F9,
120057776,00000105,false,Rx,1,8,00,00,00,00,00,00,30,F9,
120058776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,EB,00,00,
120059776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,C0,8F,
120059779,00000082,false,Rx,1,8,C7,10,00,50,00,00,00,6E,
120061777,00000103,false,Rx,1,8,00,00,00,00,00,00,30,BA,
120063776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
120065776,00000102,false,Rx,1,8,00,00,00,00,00,00,30,DF,
120067776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,C0,00,
120068776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,FD,00,00,
120069776,00000101,false,Rx,1,8,00,00,00,00,00,00,30,70,
120071776,00000173,false,Rx,1,8,32,32,32,32,40,00,C0,90,
120072776,00000083,false,Rx,1,8,C7,10,00,50,00,00,00,0B,
120073777,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
120075776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,C0,E6,
120077776,00000135,false,Rx,1,8,18,10,10,10,18,10,C0,B0,
120078776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F3,00,00,
120079776,00000437,false,Rx,2,8,01,00,00,00,6C,02,03,A1,
120079778,00000145,false,Rx,1,8,1A,10,1A,10,15,10,C0,76,
120081776,00000155,false,Rx,1,8,19,10,18,10,09,10,C0,49,
120083776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,C0,91,
120085776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
120085778,00000084,false,Rx,1,8,C7,10,00,50,00,00,00,2D,
120087776,00000107,false,Rx,1,8,00,00,00,00,00,00,40,6A,
120088776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,FC,00,00,
120089776,00000106,false,Rx,1,8,00,00,00,00,00,00,40,0F,
120091776,00000126,false,Rx,1,8,11,10,17,10,10,10,C0,89,
120093781,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0B,3A,
120093789,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0B,DC,
120093790,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0B,16,
120093791,0000041D,false,Rx,2,8,45,25,10,27,00,02,0B,DA,
120093793,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0B,17,
120093794,00000136,false,Rx,1,8,10,10,12,10,0A,10,C0,02,
120095776,00000146,false,Rx,1,8,16,10,17,10,18,10,C0,4F,
120097776,00000156,false,Rx,1,8,0E,10,14,10,14,10,C0,8E,
120098776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F8,00,00,
120098777,00000085,false,Rx,1,8,C7,10,00,50,00,00,00,48,
120099776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,C0,E6,
120101776,00000175,false,Rx,1,8,31,31,31,31,3C,00,C0,B8,
120103776,00000176,false,Rx,1,8,32,32,32,32,3E,00,C0,3D,
120105776,00000105,false,Rx,1,8,00,00,00,00,00,00,40,A0,
120107776,00000102,false,Rx,1,8,00,00,00,00,00,00,40,86,
120108776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F4,00,00,
120109776,00000100,false,Rx,1,8,00,00,00,00,00,00,80,79,
120111776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
120111778,00000086,false,Rx,1,8,C7,10,00,50,00,00,00,E7,
120113777,00000103,false,Rx,1,8,00,00,00,00,00,00,40,E3,
120115776,00000101,false,Rx,1,8,00,00,00,00,00,00,40,29,
120117776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,C0,05,
120118776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,F8,00,00,
120119776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,C0,EB,
120121776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,C0,05,
120123777,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,C0,16,
120124776,00000087,false,Rx,1,8,C7,10,00,50,00,00,00,82,
120125776,00000167,false,Rx,1,8,77,BF,00,00,00,00,C0,D7,
120127776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
120128776,000003C3,false,Rx,0,6,00,04,00,00,00,00,00,00,
120129776,00000177,false,Rx,1,8,31,32,31,31,41,00,C0,75,
120131776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,C0,04,
120133776,000003D2,false,Rx,0,6,04,02,00,00,00,6A,00,00,
120133777,00000140,false,Rx,1,8,17,10,17,10,18,10,C0,51,
120135776,00000160,false,Rx,1,8,31,C1,00,00,00,00,C0,13,
120137776,00000170,false,Rx,1,8,32,32,32,32,42,00,C0,3C,
120137779,00000080,false,Rx,1,8,C7,10,00,50,00,00,10,69,
120138776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,FC,00,00,
120139776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
120141776,00000121,false,Rx,1,8,18,10,1A,10,16,10,D0,40,
120143776,00000131,false,Rx,1,8,16,10,13,10,13,10,D0,CB,
120145776,00000141,false,Rx,1,8,17,10,19,10,15,10,D0,6A,
120147776,00000151,false,Rx,1,8,19,10,19,10,13,10,D0,70,
120148776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,EA,00,00,
120149776,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
120150777,00000081,false,Rx,1,8,C7,10,00,50,00,00,10,0C,
120151776,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
120153777,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
120155776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
120157776,00000122,false,Rx,1,8,0F,10,14,10,0F,10,D0,55,
120158776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,EA,00,00,
120159776,00000132,false,Rx,1,8,0A,10,0A,10,0F,10,D0,87,
120161776,00000106,false,Rx,1,8,00,00,00,00,00,00,50,C2,
120163776,00000082,false,Rx,1,8,C7,10,00,50,00,00,10,A3,
120163778,00000171,false,Rx,1,8,32,32,32,32,3F,00,D0,59,
120165776,00000103,false,Rx,1,8,00,00,00,00,00,00,50,2E,
120167776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
120168776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F8,00,00,
120169776,00000123,false,Rx,1,8,14,10,14,10,16,10,D0,27,
120171776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,D0,CD,
120173777,00000102,false,Rx,1,8,00,00,00,00,00,00,50,4B,
120175776,00000101,false,Rx,1,8,00,00,00,00,00,00,50,E4,
120176776,00000083,false,Rx,1,8,C7,10,00,50,00,00,10,C6,
120177776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
120178776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,E6,00,00,
120179776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
120179777,000003D8,false,Rx,2,3,91,02,00,00,00,00,00,00,
120181776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
120181777,00000437,false,Rx,2,8,01,00,00,00,6C,02,04,34,
120183776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
120185776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
120187776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
120188776,000003C3,false,Rx,0,6,00,0A,00,00,00,00,00,00,
120189777,000001C1,false,Rx,1,8,22,22,22,22,25,22,42,22,
120189778,00000084,false,Rx,1,8,C7,10,00,50,00,00,10,E0,
120191776,00000125,false,Rx,1,8,19,10,1C,10,1A,10,D0,FF,
120193776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
120193783,0000041A,false,Rx,2,8,7E,0D,88,13,CB,CE,0C,89,
120193791,0000041B,false,Rx,2,8,31,32,00,05,30,75,0C,84,
120193792,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0C,83,
120193793,0000041D,false,Rx,2,8,45,25,10,27,00,02,0C,4F,
120193795,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0C,82,
120195776,00000135,false,Rx,1,8,18,10,10,10,18,10,D0,7D,
120197776,00000126,false,Rx,1,8,11,10,16,10,12,10,D0,2D,
120198776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F6,00,00,
120199776,00000145,false,Rx,1,8,1A,10,1A,10,15,10,D0,BB,
120201776,00000136,false,Rx,1,8,10,10,12,10,0A,10,D0,CF,
120202777,00000085,false,Rx,1,8,C7,10,00,50,00,00,10,85,
120203776,00000155,false,Rx,1,8,19,10,18,10,09,10,D0,84,
120205776,00000146,false,Rx,1,8,15,10,16,10,18,10,D0,0F,
120207776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,D0,5C,
120208776,000003C3,false,Rx,0,6,00,0C,00,00,00,04,00,00,
120209776,00000107,false,Rx,1,8,00,00,00,00,00,00,60,ED,
120211776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
120213777,00000166,false,Rx,1,8,F8,C0,00,00,00,00,D0,2B,
120215776,00000176,false,Rx,1,8,32,32,32,32,3E,00,D0,F0,
120215779,00000086,false,Rx,1,8,C7,10,00,50,00,00,10,2A,
120217776,00000106,false,Rx,1,8,00,00,00,00,00,00,60,88,
120218776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,E5,00,00,
120219777,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
120221776,00000105,false,Rx,1,8,00,00,00,00,00,00,60,27,
120223776,00000102,false,Rx,1,8,00,00,00,00,00,00,60,01,
120225776,00000103,false,Rx,1,8,00,00,00,00,00,00,60,64,
120227776,00000177,false,Rx,1,8,31,32,31,31,40,00,D0,37,
120228776,000003C3,false,Rx,0,6,00,0E,00,00,00,01,00,00,
120228778,00000087,false,Rx,1,8,C7,10,00,50,00,00,10,4F,
120229776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
120231776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,D0,C9,
120233776,000003D2,false,Rx,0,6,04,03,00,00,00,6A,00,00,
120233777,00000130,false,Rx,1,8,18,10,11,10,15,10,D0,7E,
120235776,00000140,false,Rx,1,8,17,10,17,10,18,10,D0,9C,
120237776,00000150,false,Rx,1,8,09,10,1E,10,1B,10,D0,AB,
120238776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,EF,00,00,
120239776,00000170,false,Rx,1,8,32,32,32,32,42,00,D0,F1,
120241776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
120241778,00000080,false,Rx,1,8,C7,10,00,50,00,00,20,23,
120243776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
120245776,00000121,false,Rx,1,8,18,10,1C,10,16,10,E0,6B,
120247776,00000131,false,Rx,1,8,16,10,13,10,13,10,E0,81,
120248776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F1,00,00,
120249776,00000141,false,Rx,1,8,16,10,19,10,15,10,E0,7D,
120251776,00000151,false,Rx,1,8,17,10,19,10,13,10,E0,3B,
120253777,00000161,false,Rx,1,8,32,C1,00,00,00,00,E0,16,
120254776,00000081,false,Rx,1,8,C7,10,00,50,00,00,20,46,
120255776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
120257776,00000171,false,Rx,1,8,32,32,32,32,3E,00,E0,9C,
120258776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F6,00,00,
120259776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,E0,7E,
120261776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,E0,CE,
120263776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,E0,99,
120265776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,E0,08,
120267776,00000172,false,Rx,1,8,31,32,31,32,3E,00,E0,6A,
120267779,00000082,false,Rx,1,8,C7,10,00,50,00,00,20,E9,
120268776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,FF,00,00,
120269776,00000105,false,Rx,1,8,00,00,00,00,00,00,70,EA,
120271776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
120273776,00000123,false,Rx,1,8,14,10,14,10,16,10,E0,6D,
120275776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,E0,87,
120277776,00000153,false,Rx,1,8,1A,10,16,10,13,10,E0,6B,
120278776,000003C3,false,Rx,0,6,00,03,00,00,00,03,00,00,
120279776,00000102,false,Rx,1,8,00,00,00,00,00,00,70,CC,
120279779,00000437,false,Rx,2,8,01,00,00,00,6C,02,05,B3,
120280777,00000083,false,Rx,1,8,C7,10,00,50,00,00,20,8C,
120281777,00000103,false,Rx,1,8,00,00,00,00,00,00,70,A9,
120283776,00000101,false,Rx,1,8,00,00,00,00,00,00,70,63,
120285777,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
120287776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,E0,61,
120288776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,F2,00,00,
120289776,00000135,false,Rx,1,8,18,10,10,10,18,10,E0,37,
120291776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
120293781,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0D,28,
120293789,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0D,CE,
120293790,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0D,04,
120293792,0000041D,false,Rx,2,8,45,25,10,27,00,02,0D,C8,
120293793,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0D,05,
120293795,00000145,false,Rx,1,8,1A,10,1A,10,15,10,E0,F1,
120293798,00000084,false,Rx,1,8,C7,10,00,50,00,00,20,AA,
120295776,00000126,false,Rx,1,8,11,10,17,10,12,10,E0,0D,
120297776,00000155,false,Rx,1,8,19,10,18,10,09,10,E0,CE,
120298776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,FB,00,00,
120299777,00000136,false,Rx,1,8,10,10,12,10,0C,10,E0,80,
120301776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,E0,16,
120303776,00000146,false,Rx,1,8,15,10,17,10,18,10,E0,2F,
120305776,00000156,false,Rx,1,8,0E,10,14,10,16,10,E0,0A,
120306777,00000085,false,Rx,1,8,C7,10,00,50,00,00,20,CF,
120307776,00000175,false,Rx,1,8,31,31,31,31,3D,00,E0,B0,
120308776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F8,00,00,
120309776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,E0,61,
120311776,00000176,false,Rx,1,8,32,32,32,32,3D,00,E0,36,
120313776,00000107,false,Rx,1,8,00,00,00,00,00,00,80,5F,
120315776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
120317776,00000106,false,Rx,1,8,00,00,00,00,00,00,80,3A,
120318776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F1,00,00,
120319776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,E0,82,
120319779,00000086,false,Rx,1,8,C7,10,00,50,00,00,20,60,
120321776,00000137,false,Rx,1,8,F5,0F,F5,0F,F4,0F,E0,B8,
120323776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,E0,82,
120325776,00000105,false,Rx,1,8,00,00,00,00,00,00,80,95,
120327776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,E0,91,
120328776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F9,00,00,
120329776,00000167,false,Rx,1,8,77,BF,00,00,00,00,E0,50,
120331776,00000103,false,Rx,1,8,00,00,00,00,00,00,80,D6,
120332776,00000087,false,Rx,1,8,C7,10,00,50,00,00,20,05,
120333776,000003D2,false,Rx,0,6,04,04,00,00,00,6A,00,00,
120333777,00000101,false,Rx,1,8,00,00,00,00,00,00,80,1C,
120335776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
120337776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,E0,83,
120338776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,F6,00,00,
120339776,00000130,false,Rx,1,8,18,10,0F,10,15,10,E0,CC,
120341776,00000150,false,Rx,1,8,09,10,1E,10,19,10,E0,E2,
120343776,00000170,false,Rx,1,8,32,32,32,32,43,00,E0,34,
120345776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
120345778,00000080,false,Rx,1,8,C7,10,00,50,00,00,30,EE,
120347776,00000121,false,Rx,1,8,18,10,1A,10,16,10,00,B8,
120348776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,F9,00,00,
120349776,00000131,false,Rx,1,8,16,10,13,10,13,10,00,33,
120351776,00000141,false,Rx,1,8,16,10,19,10,16,10,00,43,
120353777,00000151,false,Rx,1,8,17,10,1A,10,13,10,00,37,
120355776,00000161,false,Rx,1,8,32,C1,00,00,00,00,00,A4,
120357776,00000171,false,Rx,1,8,32,32,32,32,3E,00,00,2E,
120358776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,FB,00,00,
120358777,00000081,false,Rx,1,8,C7,10,00,50,00,00,30,8B,
120359776,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
120361776,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
120363776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
120365776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,00,CC,
120367776,00000152,false,Rx,1,8,0C,10,10,10,13,10,00,B7,
120368776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,E8,00,00,
120369776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
120371776,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
120371778,00000082,false,Rx,1,8,C7,10,00,50,00,00,30,24,
120373777,00000106,false,Rx,1,8,00,00,00,00,00,00,90,F7,
120375777,00000107,false,Rx,1,8,00,00,00,00,00,00,90,92,
120377776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
120378776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,F8,00,00,
120379776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,00,35,
120379779,00000437,false,Rx,2,8,01,00,00,00,6C,02,06,3A,
120381776,00000153,false,Rx,1,8,1A,10,16,10,13,10,00,D9,
120383776,00000173,false,Rx,1,8,32,32,32,32,40,00,00,A5,
120384777,00000083,false,Rx,1,8,C7,10,00,50,00,00,30,41,
120385776,00000102,false,Rx,1,8,00,00,00,00,00,00,90,7E,
120387776,00000100,false,Rx,1,8,00,00,00,00,00,00,D0,A7,
120388776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,FD,00,00,
120389776,00000103,false,Rx,1,8,00,00,00,00,00,00,90,1B,
120391776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
120393777,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
120393784,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,0E,A1,
120393791,0000041B,false,Rx,2,8,31,32,00,05,2F,75,0E,47,
120393792,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0E,8D,
120393794,0000041D,false,Rx,2,8,45,25,10,27,00,02,0E,41,
120393795,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0E,8C,
120395776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
120397776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
120397778,00000084,false,Rx,1,8,C7,10,00,50,00,00,30,67,
120398776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F2,00,00,
120399777,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
120401776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
120403776,000001C1,false,Rx,1,8,22,22,22,22,25,22,42,22,
120405776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,00,D3,
120407776,00000135,false,Rx,1,8,18,10,10,10,18,10,00,85,
120408776,000003C3,false,Rx,0,6,00,00,00,00,00,01,00,00,
120409777,00000145,false,Rx,1,8,1A,10,1A,10,15,10,00,43,
120410777,00000085,false,Rx,1,8,C7,10,00,50,00,00,30,02,
120411776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
120413777,00000155,false,Rx,1,8,19,10,18,10,09,10,00,7C,
120415776,00000126,false,Rx,1,8,11,10,17,10,10,10,00,BC,
120417776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,00,A4,
120418776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,EB,00,00,
120419776,00000146,false,Rx,1,8,15,10,17,10,18,10,00,9D,
120421776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,00,D3,
120423776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
120423778,00000086,false,Rx,1,8,C7,10,00,50,00,00,30,AD,
120425776,00000107,false,Rx,1,8,00,00,00,00,00,00,A0,D8,
120427776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
120428776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,E4,00,00,
120429776,00000106,false,Rx,1,8,00,00,00,00,00,00,A0,BD,
120431776,00000105,false,Rx,1,8,00,00,00,00,00,00,A0,12,
120433776,00000127,false,Rx,1,8,F8,0F,F8,0F,F4,0F,00,5A,
120433779,000003D2,false,Rx,0,6,04,05,00,00,00,6A,00,00,
120435776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,00,DE,
120436776,00000087,false,Rx,1,8,C7,10,00,50,00,00,30,C8,
120437776,00000100,false,Rx,1,8,00,00,00,00,00,00,E0,ED,
120438776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,E2,00,00,
120439776,00000103,false,Rx,1,8,00,00,00,00,00,00,A0,51,
120441776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
120443776,00000130,false,Rx,1,8,18,10,11,10,15,10,00,86,
120445776,00000150,false,Rx,1,8,09,10,1E,10,19,10,00,50,
120447776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
120448776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,F4,00,00,
120449777,00000121,false,Rx,1,8,18,10,1A,10,16,10,10,75,
120449780,00000080,false,Rx,1,8,C7,10,00,50,00,00,40,B7,
120451776,00000131,false,Rx,1,8,16,10,13,10,13,10,10,FE,
120453777,00000141,false,Rx,1,8,17,10,19,10,15,10,10,5F,
120455776,00000151,false,Rx,1,8,17,10,19,10,13,10,10,44,
120457776,00000161,false,Rx,1,8,32,C1,00,00,00,00,10,69,
120458776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F6,00,00,
120459776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
120461776,00000170,false,Rx,1,8,32,32,31,32,42,00,00,B7,
120462777,00000081,false,Rx,1,8,C7,10,00,50,00,00,40,D2,
120463777,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
120465776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,10,01,
120467776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,10,B1,
120468776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,FA,00,00,
120469776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,10,E6,
120471776,00000152,false,Rx,1,8,0C,10,10,10,13,10,10,7A,
120473777,00000172,false,Rx,1,8,31,32,31,32,3E,00,10,15,
120475776,00000171,false,Rx,1,8,32,32,32,32,3F,00,10,6C,
120475779,00000082,false,Rx,1,8,C7,10,00,50,00,00,40,7D,
120477776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
120478776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,EA,00,00,
120479776,00000106,false,Rx,1,8,00,00,00,00,00,00,B0,70,
120479779,00000437,false,Rx,2,8,01,00,00,00,6C,02,07,BD,
120481776,00000123,false,Rx,1,8,14,10,13,10,16,10,10,19,
120483776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,10,F8,
120485776,00000153,false,Rx,1,8,1A,10,16,10,13,10,10,14,
120487776,00000173,false,Rx,1,8,32,32,32,32,40,00,10,68,
120488776,000003C3,false,Rx,0,6,00,08,00,00,00,07,00,00,
120488778,00000083,false,Rx,1,8,C7,10,00,50,00,00,40,18,
120489776,00000102,false,Rx,1,8,00,00,00,00,00,00,B0,F9,
120491776,00000100,false,Rx,1,8,00,00,00,00,00,00,00,5F,
120493777,00000103,false,Rx,1,8,00,00,00,00,00,00,B0,9C,
120493785,0000041A,false,Rx,2,8,7E,0D,88,13,CB,CE,0F,00,
120493793,0000041B,false,Rx,2,8,31,32,00,05,30,75,0F,0D,
120493794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,0F,0A,
120493795,0000041D,false,Rx,2,8,45,25,10,27,00,02,0F,C6,
120493796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,0F,0B,
120495776,00000101,false,Rx,1,8,00,00,00,00,00,00,B0,56,
120497776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
120498776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,EE,00,00,
120499776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,10,1E,
120501776,00000135,false,Rx,1,8,18,10,10,10,16,10,10,41,
120501779,00000084,false,Rx,1,8,C7,10,00,50,00,00,40,3E,
120503776,00000145,false,Rx,1,8,1A,10,1A,10,16,10,10,02,
120505776,00000155,false,Rx,1,8,19,10,18,10,09,10,10,B1,
120507776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
120508776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,F9,00,00,
120509776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,10,69,
120511776,00000126,false,Rx,1,8,11,10,17,10,12,10,10,72,
120513777,00000136,false,Rx,1,8,10,10,13,10,0C,10,10,95,
120514776,00000085,false,Rx,1,8,C7,10,00,50,00,00,40,5B,
120515776,00000175,false,Rx,1,8,31,31,31,31,3C,00,10,40,
120517776,00000146,false,Rx,1,8,16,10,17,10,16,10,10,BE,
120518776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F5,00,00,
120519776,00000156,false,Rx,1,8,0D,10,13,10,14,10,10,9A,
120521776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,10,1E,
